id,y_true,score
3723_right,0,2.4110172595747863
8284_halu,1,3.201502986355299
8284_right,0,2.138349347510026
4993_halu,1,2.485527235346954
4993_right,0,1.8950651046164488
8127_halu,1,4.163249407862845
8127_right,0,2.08078885422949
3032_halu,1,3.903497114552414
3032_right,0,1.0817261602834
7938_halu,1,2.3889614556342984
7938_right,0,0.0
3039_halu,1,4.423640727224766
3039_right,0,0.0
9655_halu,1,4.48653755329216
9655_right,0,3.3608689009829167
2545_halu,1,4.079957472352288
2545_right,0,0.0
2592_halu,1,3.699261411868257
2592_right,0,0.0
1188_halu,1,1.6908676657134625
1188_right,0,0.0
7966_halu,1,4.166734800383008
7966_right,0,0.0
6077_halu,1,3.4100940342739183
6077_right,0,0.0
107_halu,1,4.544792561523153
107_right,0,1.7348928624658393
1315_halu,1,4.436148782556155
1315_right,0,1.2379794351383917
8187_halu,1,1.985965289860412
8187_right,0,0.0
2753_halu,1,3.846750253215636
2753_right,0,0.0
9753_halu,1,4.265102784195196
9753_right,0,1.3023215091320952
6231_halu,1,4.182941550004259
6231_right,0,0.0
2876_halu,1,0.0
2876_right,0,0.0
5323_halu,1,5.295041026115382
5323_right,0,3.412568642293465
799_halu,1,4.122009139610571
799_right,0,0.9848533347531766
3570_halu,1,5.44681582805752
3570_right,0,2.278270165343843
2894_halu,1,2.391395318531283
2894_right,0,2.3774969538424573
2927_halu,1,3.2668832728864268
2927_right,0,1.7746586733081755
8178_halu,1,2.321319115159896
8178_right,0,0.0
971_halu,1,2.759786080145242
971_right,0,1.3153729750256424
6687_halu,1,2.487315424091565
6687_right,0,0.0
8575_halu,1,4.414596210845393
8575_right,0,0.0
2020_halu,1,4.611724378220324
2020_right,0,2.991513550491479
9054_halu,1,2.895591655095081
9054_right,0,0.0
952_halu,1,0.0
952_right,0,0.0
5359_halu,1,4.518086231038354
5359_right,0,0.0
3857_halu,1,5.381699733518471
3857_right,0,0.0
5861_halu,1,1.7325067319370846
5861_right,0,2.103094596060864
3145_halu,1,2.9554097518905995
3145_right,0,0.0
3305_halu,1,4.409703948823266
3305_right,0,1.505973461066837
3006_halu,1,2.5805617219952337
3006_right,0,2.5805617219952337
9001_halu,1,3.2231217056873867
9001_right,0,0.0
7770_halu,1,4.775050711070652
7770_right,0,0.0
7438_halu,1,4.63742461080207
7438_right,0,1.9508280289425937
7942_halu,1,2.34962651721437
7942_right,0,0.0
9238_halu,1,3.907644593838525
9238_right,0,1.1683123526012982
1056_halu,1,4.760534843180701
1056_right,0,0.0
3154_halu,1,0.0
3154_right,0,0.0
3787_halu,1,3.2335118125883517
3787_right,0,0.0
9189_halu,1,2.22039566428136
9189_right,0,1.948700115876292
7825_halu,1,3.78396040996901
7825_right,0,0.9075141062967578
7539_halu,1,2.790658326562585
7539_right,0,2.2639305886952426
7231_halu,1,2.0015311958011424
7231_right,0,2.174117557870072
764_halu,1,4.243985789361184
764_right,0,0.0
5019_halu,1,4.552444135810707
5019_right,0,0.0
4903_halu,1,4.178766185754622
4903_right,0,0.0
8093_halu,1,0.0
8093_right,0,0.0
6843_halu,1,4.613910296480374
6843_right,0,0.0
2165_halu,1,4.669702997220089
2165_right,0,2.6636896430557604
1862_halu,1,4.426503268715373
1862_right,0,1.046801748625873
7850_halu,1,4.282955405970727
7850_right,0,0.0
9123_halu,1,3.541145384294408
9123_right,0,0.0
2340_halu,1,4.1312951346983695
2340_right,0,0.0
5527_halu,1,2.766285285729297
5527_right,0,0.0
6743_halu,1,4.5384943294290485
6743_right,0,0.0
4003_halu,1,3.9661989565036335
4003_right,0,0.0
1123_halu,1,3.493131718324547
1123_right,0,1.1430930602709344
8709_halu,1,4.570354632166231
8709_right,0,2.691385451400928
4049_halu,1,3.79423537576548
4049_right,0,2.227686985936019
7640_halu,1,4.464991821752244
7640_right,0,0.0
765_halu,1,3.914309572413835
765_right,0,0.0
2344_halu,1,4.14677537470116
2344_right,0,1.8419492179310468
4071_halu,1,4.686367762551992
4071_right,0,0.0
7216_halu,1,1.2865733200589538
7216_right,0,2.113721909729531
4216_halu,1,4.6001971781329045
4216_right,0,2.2032597051171585
7952_halu,1,3.7669297336726832
7952_right,0,0.0
5970_halu,1,4.64145569971098
5970_right,0,2.637993581239296
3350_halu,1,2.664964432574837
3350_right,0,0.0
4695_halu,1,3.3126475233473167
4695_right,0,1.3957342375195338
3399_halu,1,2.171126605074208
3399_right,0,0.0
4081_halu,1,3.5227145873436743
4081_right,0,0.0
9149_halu,1,4.334005210642475
9149_right,0,2.5494900570142347
1224_halu,1,5.251959524394207
1224_right,0,0.0
6292_halu,1,3.286350609349585
6292_right,0,4.738060938867976
3122_halu,1,4.192055227653607
3122_right,0,0.0
510_halu,1,4.075037397406414
510_right,0,1.88131086607608
5794_halu,1,4.447247658764894
5794_right,0,0.0
8181_halu,1,4.485160724618184
8181_right,0,0.0
9417_halu,1,4.20078995223669
9417_right,0,1.2973663369002946
96_halu,1,1.4833734177435354
96_right,0,0.0
6681_halu,1,5.431408520041447
6681_right,0,0.9054958921193628
1512_halu,1,1.8092744161680048
1512_right,0,0.0
8791_halu,1,3.7985911107939057
8791_right,0,2.6006216281364947
119_halu,1,4.544850488881142
119_right,0,0.0
7791_halu,1,4.76679690145848
7791_right,0,0.0
6517_halu,1,4.434260105635042
6517_right,0,4.005875200003195
33_halu,1,4.21068066340165
33_right,0,0.0
7887_halu,1,2.1469360010686627
7887_right,0,2.2019420242876118
6830_halu,1,3.355043174149093
6830_right,0,0.0
5421_halu,1,3.6581236889007664
5421_right,0,4.444494951622533
1068_halu,1,4.491964266742377
1068_right,0,0.0
1347_halu,1,4.511122880478302
1347_right,0,0.0
4747_halu,1,4.688572440924035
4747_right,0,0.0
6005_halu,1,4.541268990653069
6005_right,0,0.0
6039_halu,1,1.7707631096008514
6039_right,0,0.0
3817_halu,1,3.892865042789291
3817_right,0,0.0
8446_halu,1,4.104923585970855
8446_right,0,0.0
5269_halu,1,2.531718442421341
5269_right,0,1.656135737220919
6897_halu,1,2.4003717065869177
6897_right,0,0.0
5309_halu,1,3.161004986492065
5309_right,0,0.0
31_halu,1,2.765467215432077
31_right,0,1.414941570224445
5674_halu,1,4.662727279129556
5674_right,0,2.63164364673147
4386_halu,1,2.0743655813394355
4386_right,0,1.8902303368950832
29_halu,1,4.194659375617549
29_right,0,0.0
4202_halu,1,3.872642506819565
4202_right,0,0.0
7507_halu,1,5.198235499283917
7507_right,0,2.9281530386378827
735_halu,1,3.798292860843207
735_right,0,1.6959997279816938
2067_halu,1,2.2029659573074847
2067_right,0,0.0
106_halu,1,4.932595732858569
106_right,0,2.174300245722122
9644_halu,1,3.1800113660162155
9644_right,0,4.3993892242854615
8894_halu,1,3.931913562331841
8894_right,0,0.0
8020_halu,1,4.386846287033495
8020_right,0,0.0
2232_halu,1,4.615166134842504
2232_right,0,2.0678631778947856
993_halu,1,4.685738224665855
993_right,0,0.0
9412_halu,1,4.582489603938658
9412_right,0,0.0
7058_halu,1,4.094380533591984
7058_right,0,2.4831682652552844
6789_halu,1,3.9290446559898378
6789_right,0,0.9489584822103072
360_halu,1,4.519647356177064
360_right,0,2.027346253722804
304_halu,1,4.471841338862376
304_right,0,0.0
2627_halu,1,3.944725591790881
2627_right,0,0.0
8965_halu,1,2.8043602292714582
8965_right,0,0.0
4513_halu,1,4.625373538955382
4513_right,0,1.446896882158677
5910_halu,1,2.3711475451005253
5910_right,0,0.0
8313_halu,1,4.625974064681759
8313_right,0,0.0
3100_halu,1,2.946025312930338
3100_right,0,0.0
5703_halu,1,4.695203751261355
5703_right,0,0.0
3898_halu,1,4.102875846245672
3898_right,0,0.0
5440_halu,1,3.5831479634528005
5440_right,0,1.7943723020364883
7930_halu,1,3.709948848944908
7930_right,0,0.0
621_halu,1,3.599124566297429
621_right,0,1.9979422375458464
7235_halu,1,2.329115830303393
7235_right,0,0.0
2498_halu,1,4.42863519511549
2498_right,0,3.5490096906400788
713_halu,1,2.594211789273812
713_right,0,0.0
8403_halu,1,3.711965872519648
8403_right,0,3.138019340051517
2855_halu,1,4.641005856255509
2855_right,0,2.3020220828526905
4269_halu,1,3.282858237636677
4269_right,0,2.0317660621238
2908_halu,1,2.8507179793189144
2908_right,0,1.0800818872774038
8080_halu,1,3.672497408610176
8080_right,0,0.0
4516_halu,1,4.501856217909247
4516_right,0,4.622907753350371
1261_halu,1,4.48101629869971
1261_right,0,1.666012408132579
3160_halu,1,4.298141093148456
3160_right,0,0.0
970_halu,1,4.439801388541899
970_right,0,4.680982595726253
3912_halu,1,3.260639692105952
3912_right,0,0.0
5198_halu,1,4.646412936211725
5198_right,0,0.0
8846_halu,1,0.0
8846_right,0,0.0
259_halu,1,3.319270137860389
259_right,0,0.0
3790_halu,1,4.48046538653825
3790_right,0,0.0
9202_halu,1,4.083742257884485
9202_right,0,0.0
487_halu,1,1.692383359469218
487_right,0,0.0
7907_halu,1,3.7741597771056634
7907_right,0,0.0
518_halu,1,4.645403467435735
518_right,0,1.0613153848488974
8342_halu,1,4.513686786289314
8342_right,0,0.0
311_halu,1,4.090563053410125
311_right,0,2.150503295601034
3231_halu,1,2.53358185898448
3231_right,0,0.0
7932_halu,1,4.745123781568212
7932_right,0,0.0
7457_halu,1,2.291462046483013
7457_right,0,0.9680137689044994
9783_halu,1,3.373367663712767
9783_right,0,0.0
5183_halu,1,4.547321943492776
5183_right,0,0.0
8076_halu,1,4.621066587857136
8076_right,0,0.0
6501_halu,1,4.15883862671595
6501_right,0,1.0908011007192522
6790_halu,1,3.064743999155824
6790_right,0,3.7299830721352953
7772_halu,1,3.5203750302979926
7772_right,0,1.1712236082658392
2737_halu,1,4.167618894481502
2737_right,0,1.0271199644231563
7841_halu,1,4.512763021479842
7841_right,0,0.0
6261_halu,1,4.298529655830855
6261_right,0,1.3323710731256444
8205_halu,1,4.559525159693096
8205_right,0,0.0
1247_halu,1,3.968663558496393
1247_right,0,0.0
9335_halu,1,2.523037606567778
9335_right,0,3.160150567381312
4194_halu,1,4.4945075481394685
4194_right,0,1.7624408144060209
8000_halu,1,0.0
8000_right,0,1.180014361790726
7377_halu,1,4.477720676169152
7377_right,0,2.333961542619244
3434_halu,1,0.0
3434_right,0,0.0
5381_halu,1,2.5835301275095977
5381_right,0,0.0
958_halu,1,4.600635706204936
958_right,0,0.0
416_halu,1,3.720378954242703
416_right,0,0.0
5741_halu,1,2.4957575900626083
5741_right,0,0.0
6727_halu,1,1.013455585467763
6727_right,0,0.0
4381_halu,1,3.1536086509677785
4381_right,0,0.0
5196_halu,1,4.041953228377217
5196_right,0,1.2293049905507387
1112_halu,1,4.383497793678366
1112_right,0,2.1817965135697617
2688_halu,1,4.244357619504963
2688_right,0,2.045202464753275
6472_halu,1,4.435202254548091
6472_right,0,0.0
8819_halu,1,4.07454703102986
8819_right,0,2.403885290870932
7807_halu,1,3.453365721748092
7807_right,0,3.650866859908419
3410_halu,1,4.274492951821071
3410_right,0,1.1697832221032205
80_halu,1,4.6302597093650615
80_right,0,0.0
4613_halu,1,4.558250787283856
4613_right,0,0.0
1373_halu,1,4.506736187048545
1373_right,0,0.0
1509_halu,1,4.070056252344347
1509_right,0,2.218402573012794
6442_halu,1,3.89776410511776
6442_right,0,0.0
3070_halu,1,4.356050247893155
3070_right,0,1.119766960511163
3015_halu,1,4.413211483920594
3015_right,0,3.851624847045877
4822_halu,1,4.095441643881211
4822_right,0,1.1187278770395568
7821_halu,1,4.347701997409151
7821_right,0,2.202403825853988
92_halu,1,3.342837119788289
92_right,0,2.018169398365038
9420_halu,1,4.460780327077013
9420_right,0,0.0
6599_halu,1,0.0
6599_right,0,2.74398745127413
4442_halu,1,4.712213404224702
4442_right,0,0.0
7601_halu,1,4.708623515583111
7601_right,0,1.7204596673623191
3834_halu,1,3.9858503396666536
3834_right,0,0.0
9701_halu,1,4.031064234033976
9701_right,0,2.7698465761781885
4321_halu,1,5.17392869572011
4321_right,0,0.0
3393_halu,1,2.521503562304728
3393_right,0,0.0
4751_halu,1,4.736909998500843
4751_right,0,1.6627912042466475
7228_halu,1,4.571566714571844
7228_right,0,0.0
9190_halu,1,4.274852607169903
9190_right,0,0.0
2360_halu,1,4.479214376104369
2360_right,0,0.8084653193767326
1147_halu,1,3.2135411808934338
1147_right,0,1.4012223012007317
5665_halu,1,3.715904431729869
5665_right,0,0.0
8074_halu,1,5.08937743048696
8074_right,0,0.0
4942_halu,1,2.476524096672549
4942_right,0,0.0
3662_halu,1,2.398120596208582
3662_right,0,0.0
1562_halu,1,4.467422882649577
1562_right,0,0.0
4112_halu,1,3.5965642879817588
4112_right,0,1.58245615384677
9049_halu,1,4.464814317351708
9049_right,0,0.0
9275_halu,1,2.5788833500646984
9275_right,0,0.0
8537_halu,1,1.960931251840217
8537_right,0,0.0
794_halu,1,4.451067512965055
794_right,0,1.642183407536386
5853_halu,1,3.8930673148381336
5853_right,0,1.728074748831258
7618_halu,1,5.294282385730396
7618_right,0,2.011519784922396
1593_halu,1,4.142656082919281
1593_right,0,0.9026899860172176
7417_halu,1,2.362558020590205
7417_right,0,0.0
5266_halu,1,4.300853130633668
5266_right,0,0.0
7146_halu,1,4.177102633240876
7146_right,0,0.0
88_halu,1,3.4931390662809827
88_right,0,2.6246683215722184
8694_halu,1,4.109491445084132
8694_right,0,0.0
9731_halu,1,4.633581162102367
9731_right,0,0.0
9445_halu,1,3.3496560322360187
9445_right,0,0.0
6753_halu,1,4.443959139076847
6753_right,0,0.0
3501_halu,1,4.108078519813682
3501_right,0,1.939782701523624
2233_halu,1,3.271951351008964
2233_right,0,1.315673278507338
2802_halu,1,3.2963173345006567
2802_right,0,0.0
4423_halu,1,3.388974510916108
4423_right,0,3.46331830981253
5662_halu,1,4.389345892870675
5662_right,0,0.0
7169_halu,1,4.1990857661265455
7169_right,0,0.0
8336_halu,1,3.4854967242976977
8336_right,0,2.866222890670382
2147_halu,1,3.78238577449548
2147_right,0,0.0
7968_halu,1,4.334194116827257
7968_right,0,1.4181843732306407
6550_halu,1,3.768795781802283
6550_right,0,0.0
7642_halu,1,3.16642757026132
7642_right,0,0.0
6163_halu,1,4.5621853746523415
6163_right,0,0.8000793871121816
1494_halu,1,5.041694737421471
1494_right,0,1.662723128445
7695_halu,1,4.412765340470016
7695_right,0,0.0
7093_halu,1,3.5502522792049254
7093_right,0,1.0008418858506425
1408_halu,1,1.5174550692142368
1408_right,0,0.0
6690_halu,1,2.5534811192876123
6690_right,0,0.0
3400_halu,1,4.733376245099073
3400_right,0,0.0
108_halu,1,4.402466352082978
108_right,0,0.0
5635_halu,1,0.0
5635_right,0,0.0
8481_halu,1,3.836366388861573
8481_right,0,2.745344786468691
6603_halu,1,3.834801149608656
6603_right,0,1.5245779176529914
1090_halu,1,2.5361357451251174
1090_right,0,0.0
5559_halu,1,3.1959462351937544
5559_right,0,0.0
9411_halu,1,3.94348985173678
9411_right,0,0.0
8142_halu,1,4.688526503466813
8142_right,0,0.0
8663_halu,1,4.366763449469246
8663_right,0,0.0
6595_halu,1,1.86209782150151
6595_right,0,1.189654767815406
623_halu,1,4.402084755254134
623_right,0,0.0
6870_halu,1,2.854156971405924
6870_right,0,0.0
4813_halu,1,3.089343584421263
4813_right,0,0.0
6552_halu,1,2.129094997143465
6552_right,0,0.0
7529_halu,1,3.77885447022808
7529_right,0,0.0
5795_halu,1,3.985501004364698
5795_right,0,0.0
7436_halu,1,4.01539385836989
7436_right,0,0.0
4217_halu,1,4.549741189747828
4217_right,0,0.0
5940_halu,1,4.382217950160071
5940_right,0,0.0
8500_halu,1,5.420411089550987
8500_right,0,0.0
6428_halu,1,3.9491209959948623
6428_right,0,0.0
6826_halu,1,4.61274804501794
6826_right,0,2.041901410365213
4130_halu,1,3.9325960570480976
4130_right,0,3.094372944112074
7801_halu,1,4.3902283341169
7801_right,0,1.5972934738206357
7753_halu,1,4.019028867555413
7753_right,0,2.2370723955219582
4721_halu,1,4.443402654548502
4721_right,0,1.7636339145310156
1650_halu,1,4.07642250854298
1650_right,0,0.0
4140_halu,1,3.057633145634072
4140_right,0,1.0615022678963526
1617_halu,1,3.31618909589941
1617_right,0,2.5161900311252543
2029_halu,1,4.676252285303387
2029_right,0,1.805830442906822
8517_halu,1,4.721266369095111
8517_right,0,2.414081982741117
4575_halu,1,4.707909580418494
4575_right,0,0.0
3992_halu,1,3.872587916629615
3992_right,0,0.0
7376_halu,1,3.872711198242808
7376_right,0,2.417119900176435
6149_halu,1,4.593010344461851
6149_right,0,0.0
4908_halu,1,2.583108997541207
4908_right,0,1.744660845784107
5026_halu,1,2.432534590279234
5026_right,0,0.0
8260_halu,1,4.530093000808893
8260_right,0,4.0119286642055165
4731_halu,1,3.0729206490352183
4731_right,0,1.598635980872103
7548_halu,1,1.709806190849804
7548_right,0,0.0
8134_halu,1,3.716865543473889
8134_right,0,2.133220474959318
1606_halu,1,5.028373761753779
1606_right,0,0.0
4773_halu,1,3.154350212623005
4773_right,0,3.4986656661824345
8109_halu,1,4.3791389383993895
8109_right,0,3.1856881910445383
6951_halu,1,4.416946430944615
6951_right,0,0.0
6004_halu,1,2.441880804916763
6004_right,0,1.8950069188544127
7728_halu,1,3.992410808924826
7728_right,0,3.816045065016105
3541_halu,1,4.105031596625836
3541_right,0,0.0
388_halu,1,4.316870302149489
388_right,0,0.0
1794_halu,1,4.626864649963919
1794_right,0,4.440062788663772
8731_halu,1,4.140393182973128
8731_right,0,0.0
4919_halu,1,4.3934317837971015
4919_right,0,0.0
5537_halu,1,4.030003922387975
5537_right,0,0.0
3872_halu,1,0.0
3872_right,0,0.0
8868_halu,1,4.382891520902885
8868_right,0,0.0
2254_halu,1,4.483899588634721
2254_right,0,0.0
3412_halu,1,3.28001283001625
3412_right,0,0.0
5459_halu,1,1.815891195157819
5459_right,0,1.8418579741185808
4955_halu,1,4.408422560513984
4955_right,0,0.0
7396_halu,1,3.830489479152095
7396_right,0,2.228078390020885
5414_halu,1,4.381371033809957
5414_right,0,0.0
7399_halu,1,4.469837512741415
7399_right,0,1.696517312738863
7414_halu,1,3.839201357300436
7414_right,0,0.0
9100_halu,1,3.982062046554217
9100_right,0,2.6884762177186645
4851_halu,1,3.3792045388726564
4851_right,0,0.0
2025_halu,1,4.610931390765432
2025_right,0,0.0
2615_halu,1,3.3480353384448343
2615_right,0,0.0
7388_halu,1,4.561431334480551
7388_right,0,0.0
2926_halu,1,3.9788081383278433
2926_right,0,1.366219189366276
1121_halu,1,4.310926556238625
1121_right,0,3.159957137601216
2910_halu,1,0.0
2910_right,0,0.0
8146_halu,1,2.9883887232290154
8146_right,0,0.0
7383_halu,1,3.5039300169212533
7383_right,0,0.0
3482_halu,1,3.761502941354544
3482_right,0,1.615799295607866
795_halu,1,3.2180007689993646
795_right,0,0.0
1575_halu,1,4.158741916430207
1575_right,0,2.248002963765316
6176_halu,1,3.911581430672484
6176_right,0,1.1839568954047532
6266_halu,1,4.604720286324453
6266_right,0,0.0
2458_halu,1,4.5916686418339285
2458_right,0,0.0
3312_halu,1,4.280444385109806
3312_right,0,0.0
1253_halu,1,4.160752686381724
1253_right,0,0.0
6834_halu,1,2.4493015288249027
6834_right,0,0.0
8794_halu,1,3.0224705799333664
8794_right,0,2.8536000084244684
3837_halu,1,2.261453093734363
3837_right,0,1.8196149280912848
4398_halu,1,3.086320447571587
4398_right,0,0.0
3595_halu,1,3.278641652005393
3595_right,0,0.0
6621_halu,1,1.296634815717931
6621_right,0,1.7147330972859307
8382_halu,1,4.53131010683975
8382_right,0,3.632533382271947
2124_halu,1,3.471773992859656
2124_right,0,1.1277216806796986
3238_halu,1,4.5544019042953
3238_right,0,0.0
5403_halu,1,2.821129325870401
5403_right,0,1.5981937006652935
5998_halu,1,4.142483730623882
5998_right,0,2.5352581793027973
5938_halu,1,2.7781627358543792
5938_right,0,0.0
2045_halu,1,4.217723314185217
2045_right,0,1.3333789231214206
1578_halu,1,3.750541868414906
1578_right,0,4.554380020677494
14_halu,1,4.358112136494474
14_right,0,0.0
2673_halu,1,4.429179546707667
2673_right,0,0.0
7016_halu,1,4.114931936953375
7016_right,0,4.615976517442966
8720_halu,1,4.416988327770596
8720_right,0,0.0
8849_halu,1,3.380826108746549
8849_right,0,1.532523433375836
4812_halu,1,3.7045245414592696
4812_right,0,0.0
1084_halu,1,4.2397663105074574
1084_right,0,2.781915574004463
4983_halu,1,4.281452865888433
4983_right,0,3.766019945617481
7155_halu,1,5.100657033272656
7155_right,0,0.0
2884_halu,1,3.8628657131498016
2884_right,0,2.2106377581011136
333_halu,1,2.8595138990584448
333_right,0,0.0
7204_halu,1,2.270492239882656
7204_right,0,0.0
4367_halu,1,4.276972960075786
4367_right,0,4.265488452983283
3079_halu,1,4.613146839750429
3079_right,0,2.3443854236481085
7203_halu,1,2.68888261984155
7203_right,0,0.0
9909_halu,1,3.810568916494472
9909_right,0,0.0
8864_halu,1,4.106476107967703
8864_right,0,2.507381824944422
263_halu,1,4.207561244500319
263_right,0,0.0
4337_halu,1,3.974600694842453
4337_right,0,1.2702310620903638
8895_halu,1,4.315478914712441
8895_right,0,1.3711292643979376
8447_halu,1,1.804817625605441
8447_right,0,0.0
5903_halu,1,3.724389878960741
5903_right,0,3.172537241437927
1498_halu,1,4.441295426490184
1498_right,0,5.430014710572251
4190_halu,1,4.234711828107771
4190_right,0,0.0
7485_halu,1,4.145360091450238
7485_right,0,0.0
9643_halu,1,4.31118194355245
9643_right,0,0.0
8310_halu,1,4.376157242238436
8310_right,0,0.0
7590_halu,1,4.777910056445657
7590_right,0,1.975731492252561
500_halu,1,4.055017000754169
500_right,0,0.0
9155_halu,1,3.186995333998844
9155_right,0,0.0
9414_halu,1,4.3850488406353
9414_right,0,1.806916468565798
3095_halu,1,3.990468278486578
3095_right,0,4.5095634154457045
4631_halu,1,3.968599574032028
4631_right,0,0.0
367_halu,1,2.571210356603403
367_right,0,1.0037679463556588
4058_halu,1,4.428135642050573
4058_right,0,0.0
8174_halu,1,4.376087152589784
8174_right,0,2.0095965403812697
4630_halu,1,5.037377535030814
4630_right,0,3.3297069333845477
6070_halu,1,1.862348791467055
6070_right,0,0.0
2664_halu,1,4.113672871493857
2664_right,0,1.379402646128297
1026_halu,1,3.803927668433371
1026_right,0,2.0077451889214344
5908_halu,1,5.437498198042977
5908_right,0,5.427376995077999
5050_halu,1,4.738129685324871
5050_right,0,1.533681247090878
6328_halu,1,1.3563427067616776
6328_right,0,0.0
9733_halu,1,5.335110204712144
9733_right,0,2.417772281220957
1691_halu,1,1.6659947875503054
1691_right,0,0.0
673_halu,1,4.7196430492123405
673_right,0,4.661426263541028
5572_halu,1,3.952322477398601
5572_right,0,2.465887733426769
5766_halu,1,3.703840552241355
5766_right,0,3.341602205265271
5156_halu,1,4.06959824013758
5156_right,0,5.201407008859942
733_halu,1,5.404831610104405
733_right,0,1.6557365243667694
3526_halu,1,0.8875561822614211
3526_right,0,0.0
568_halu,1,4.461801074893559
568_right,0,1.8898095931540828
9187_halu,1,3.4329531681943406
9187_right,0,0.0
2922_halu,1,2.079568250944007
2922_right,0,4.581666739781099
7911_halu,1,4.6885300832086045
7911_right,0,2.339728575072198
1558_halu,1,4.282169872453574
1558_right,0,0.0
101_halu,1,3.0094521194463173
101_right,0,0.0
3007_halu,1,4.6724322373975
3007_right,0,2.4138053528180508
7201_halu,1,4.192167076116262
7201_right,0,2.694182929991534
303_halu,1,4.525678482700946
303_right,0,0.0
76_halu,1,2.465971379663902
76_right,0,0.0
6754_halu,1,5.427529663634124
6754_right,0,0.0
8629_halu,1,4.21311213587757
8629_right,0,0.0
1208_halu,1,4.259493457584567
1208_right,0,0.0
7742_halu,1,3.447861066257312
7742_right,0,3.698948444902156
8214_halu,1,4.409228132905471
8214_right,0,0.0
8944_halu,1,4.189048159818857
8944_right,0,3.1094943579950467
8413_halu,1,4.257111255832808
8413_right,0,2.011390760122594
1775_halu,1,4.20453721619581
1775_right,0,0.0
3473_halu,1,2.707506738649494
3473_right,0,0.0
483_halu,1,0.0
483_right,0,0.0
2189_halu,1,4.501847608812934
2189_right,0,0.0
346_halu,1,2.4309720284242564
346_right,0,2.0814566194322315
5481_halu,1,4.465350591488235
5481_right,0,0.0
8361_halu,1,4.45707337095186
8361_right,0,4.321796583614974
1472_halu,1,4.636943426118395
1472_right,0,1.436210383302217
5100_halu,1,3.729792565989242
5100_right,0,0.0
6765_halu,1,4.925353407218922
6765_right,0,0.0
8706_halu,1,3.9789729963902656
8706_right,0,2.664543236825177
4929_halu,1,3.5895165682149286
4929_right,0,0.0
6329_halu,1,3.616742863330852
6329_right,0,0.0
2609_halu,1,3.400621435401903
2609_right,0,0.0
3_halu,1,2.0727251996151184
3_right,0,0.0
2213_halu,1,3.1745818165812008
2213_right,0,1.747193583983308
4827_halu,1,3.8840958587455416
4827_right,0,0.0
856_halu,1,2.603068003232861
856_right,0,0.0
